,precision,recall,f1-score,support
Σ╝èσê⌐µƒÅΦÅ▓σà░µû░ΦÑ┐σà░τ║»τë¢σÑ╢1L,0.0,0.0,0.0,8.0
Σ╝èσê⌐Θ½ÿΘÆÖσÑ╢250ml,0.0,0.0,0.0,7.0
Σ╝èσê⌐Θçæσà╕µ£ëµ£║τ║»τë¢σÑ╢250ml,0.0,0.0,0.0,6.0
Σ╝èσê⌐Θçæσà╕σ¿ƒσºùτ║»τë¢σÑ╢250ml,0.0,0.0,0.0,4.0
Σ╝èσê⌐Θçæσà╕σ¿ƒσºùτ║»τë¢σÑ╢250ml∩╝êσñºΦï▒σìÜτë⌐Θªåτ║¬σ┐╡Φúà∩╝ë,0.0,0.0,0.0,4.0
Σ╝èσê⌐Θçæσà╕τ║»τë¢σÑ╢250ml∩╝êτ«▒Φúà∩╝ë,0.0,0.0,0.0,8.0
Σ╝èσê⌐Θ╗äµíâµ₧£τ▓ÆΘà╕σÑ╢σà½Φ┐₧µ¥»,0.0,0.0,0.0,6.0
Σ╝èσê⌐Σ╕╣Θ║ªΦè¥σú½,0.0,0.0,0.0,20.0
Σ╝èσê⌐Σ╝èτä╢Σ╣│τƒ┐Φ╜╗ΘÑ«µƒÜσ¡Éσæ│,0.0,0.0,0.0,2.0
Σ╝èσê⌐Σ╝èτä╢Σ╣│τƒ┐Φ╜╗ΘÑ«µ░┤Φ££µíâσæ│,0.0,0.0,0.0,2.0
Σ╝èσê⌐Σ╝èτä╢Σ╣│τƒ┐Φ╜╗ΘÑ«τë¢Σ╣│σæ│,0.0,0.0,0.0,3.0
Σ╝èσê⌐Σ╝ÿΘà╕Σ╣│ADΘÆÖσæ│250ml,0.0,0.0,0.0,5.0
Σ╝èσê⌐Σ╝ÿΘà╕Σ╣│µ₧£µ₧£µÿöµ╖╖σÉêΦÄôσæ│Θà╕σÑ╢210g,0.0,0.0,0.0,13.0
Σ╝èσê⌐Σ╝ÿΘà╕Σ╣│µ₧£µ₧£µÿöΦèÆµíâΦ££Φ»¡σæ│Θà╕σÑ╢210g,0.0,0.0,0.0,18.0
Σ╝èσê⌐Σ╝ÿΘà╕Σ╣│µ₧£τ▓ÆΘà╕σÑ╢Θ╗äµíâσæ│245g,0.0,0.0,0.0,10.0
Σ╝èσê⌐Σ╝ÿΘà╕Σ╣│µ₧£τ▓ÆΘà╕σÑ╢ΦèÆµ₧£σæ│245g,0.0,0.0,0.0,3.0
Σ╝èσê⌐Σ╝ÿΘà╕Σ╣│µ₧£τ▓ÆΘà╕σÑ╢ΦìëΦÄôσæ│245g,0.0,0.0,0.0,13.0
Σ╝èσê⌐Σ╝ÿΘà╕Σ╣│ΦìëΦÄôσæ│250ml,0.0,0.0,0.0,2.0
Σ╝èσê⌐Σ╝ÿΘà╕Σ╣│Φô¥ΦÄôσæ│250ml,0.0,0.0,0.0,3.0
Σ╝èσê⌐Σ╝ÿΘà╕Σ╣│σÄƒσæ│250ml,0.0,0.0,0.0,9.0
Σ╝èσê⌐Φä▒Φäéτ║»τë¢σÑ╢250ml,0.0,0.0,0.0,10.0
Σ╝èσê⌐ΦêÆσîûσÑ╢µùáΣ╣│τ│ûσà¿Φäéσ₧ï220ml,0.0,0.0,0.0,5.0
Σ╝èσê⌐ΦêÆσîûσÑ╢Θ½ÿΘÆÖσ₧ï220ml,0.0,0.0,0.0,3.0
Σ╝èσê⌐ΦêÆσîûσ┐âµ┤╗µùáΣ╣│τ│ûτë¢σÑ╢220ml,0.0,0.0,0.0,4.0
Σ╝èσê⌐ΦìëΦÄôµ₧£τ▓ÆΘà╕σÑ╢σà½Φ┐₧µ¥»,0.0,0.0,0.0,4.0
Σ╝èσê⌐ΦìëΦÄôσæ│Σ╝ÿΘà╕Σ╣│250ml,0.0,0.0,0.0,20.0
Σ╝èσê⌐Φ░╖τ▓ÆσñÜµá╕µíâτçòΘ║ªτë¢σÑ╢200ml,0.0,0.0,0.0,2.0
Σ╝èσê⌐Φ░╖τ▓ÆσñÜΘ╗æΦ▒åΦ░╖τë⌐τë¢σÑ╢250ml,0.0,0.0,0.0,5.0
Σ╝èσê⌐Φ░╖τ▓ÆσñÜτçòΘ║ªτë¢σÑ╢200ml,0.0,0.0,0.0,2.0
Σ╝èσê⌐σ«ëµàòσ╕îΘªÖΦìëσæ│Θà╕σÑ╢205g,0.0,0.0,0.0,11.0
Σ╝èσê⌐σ«ëµàòσ╕îΘ½ÿτ½»µ⌐Öσçñµó¿σæ│230ml,0.0,0.0,0.0,31.0
Σ╝èσê⌐σ«ëµàòσ╕îΘ½ÿτ½»ΦèÆµ₧£τÖ╛ΘªÖµ₧£σæ│230ml,0.0,0.0,0.0,20.0
Σ╝èσê⌐σ«ëµàòσ╕îΘ½ÿτ½»σÄƒσæ│230ml,0.0,0.0,0.0,31.0
Σ╝èσê⌐σ«ëµàòσ╕îΘ╗äµíâτçòΘ║ª200ml,0.0,0.0,0.0,2.0
Σ╝èσê⌐σ«ëµàòσ╕îΘ╗äµíâτçòΘ║ªσæ│Θà╕σÑ╢200g,0.0,0.0,0.0,15.0
Σ╝èσê⌐σ«ëµàòσ╕îΦìëΦÄôσæ│Θà╕σÑ╢205g,0.0,0.0,0.0,13.0
Σ╝èσê⌐σ«ëµàòσ╕îΦìëΦÄôτçòΘ║ª200ml,0.0,0.0,0.0,4.0
Σ╝èσê⌐σ«ëµàòσ╕îΦìëΦÄôτçòΘ║ªσæ│Θà╕σÑ╢200g,0.0,0.0,0.0,14.0
Σ╝èσê⌐σ«ëµàòσ╕îΦô¥ΦÄôσæ│Θà╕σÑ╢205g,0.0,0.0,0.0,3.0
Σ╝èσê⌐σ«ëµàòσ╕îΦô¥ΦÄôσæ│Θà╕σÑ╢205g∩╝êτ«▒Φúà∩╝ë,0.0,0.0,0.0,2.0
Σ╝èσê⌐σ«ëµàòσ╕îσÄƒσæ│Θà╕σÑ╢205g∩╝êτ«▒Φúà∩╝ë,0.0,0.0,0.0,2.0
Σ╝èσê⌐σ«ëµàòσ╕îτô╢Φúàµ⌐Ö+σçñµó¿230g,0.0,0.0,0.0,22.0
Σ╝èσê⌐σ«ëµàòσ╕îτô╢ΦúàΦèÆµ₧£+τÖ╛ΘªÖµ₧£230g,0.0,0.0,0.0,24.0
Σ╝èσê⌐σ«ëµàòσ╕îτô╢ΦúàσÄƒσæ│230g,0.0,0.0,0.0,31.0
Σ╝èσê⌐σÄƒσæ│Θà╕σÑ╢σà½Φ┐₧µ¥»,0.0,0.0,0.0,7.0
Σ╝èσê⌐σÄƒσæ│Σ╝ÿΘà╕Σ╣│250ml,0.0,0.0,0.0,1.0
Σ╝èσê⌐σæ│σÅ»µ╗ïΘªÖΦòëτë¢σÑ╢240ml,0.0,0.0,0.0,11.0
Σ╝èσê⌐σæ│σÅ»µ╗ïΘªÖΦòëτë¢σÑ╢240ml∩╝êτ«▒Φúà∩╝ë,0.0,0.0,0.0,1.0
Σ╝èσê⌐σæ│σÅ»µ╗ïΦè¥σú½ΦÄôµ₧£τë¢σÑ╢240ml,0.0,0.0,0.0,7.0
Σ╝èσê⌐σæ│σÅ»µ╗ïσ╖ºσàïσè¢τë¢σÑ╢240ml,0.0,0.0,0.0,2.0
Σ╝èσê⌐σæ│σÅ»µ╗ïτÖ╜σ╖ºµè╣Φî╢τë¢σÑ╢240ml,0.0,0.0,0.0,8.0
Σ╝èσê⌐σñºµ₧£τ▓ÆΘà╕σÑ╢µíæΦæÜΦô¥ΦÄô260g,0.0,0.0,0.0,5.0
Σ╝èσê⌐σñºµ₧£τ▓ÆΘà╕σÑ╢Θ╗äµíâΦèÆµ₧£260g,0.0,0.0,0.0,16.0
Σ╝èσê⌐σñºµ₧£τ▓ÆΘà╕σÑ╢Θ╗äµíâΦìëΦÄô260g,0.0,0.0,0.0,9.0
Σ╝èσê⌐σñºµ₧£τ▓ÆΘà╕σÑ╢ΦìëΦÄôµíæΦæÜ260g,0.0,0.0,0.0,12.0
Σ╝èσê⌐τ¢èµ╢êΘà╕σÑ╢8Φ┐₧µ¥»,0.0,0.0,0.0,4.0
Σ╝èσê⌐τ¢èµ╢êΣ╣│Θà╕ΦÅîµù⌐ΘñÉσÑ╢1.05kg,0.0,0.0,0.0,8.0
Σ╝èσê⌐τ¢èµ╢êΣ╣│Θà╕ΦÅîµù⌐ΘñÉσÑ╢450g,0.0,0.0,0.0,13.0
Σ╝èσê⌐τòàµäÅ100%Φìöµ₧¥τ║óΦî╢σæ│Σ╣│Θà╕ΦÅîΘÑ«σôü,0.0,0.0,0.0,17.0
Σ╝èσê⌐τòàµäÅ100%σÄƒσæ│Σ╣│Θà╕ΦÅîΘÑ«σôü,0.0,0.0,0.0,7.0
Σ╝èσê⌐τòàµäÅ100%τÖ╛ΘªÖµ₧£σæ│Σ╣│Θà╕ΦÅîΘÑ«σôü330ml,0.0,0.0,0.0,8.0
Σ╝èσê⌐τòàΦ╜╗µá╕µíâΘà╕σÑ╢250g,0.0,0.0,0.0,5.0
Σ╝èσê⌐τòàΦ╜╗Θ╗äµíâΘà╕σÑ╢250g,0.0,0.0,0.0,9.0
Σ╝èσê⌐τòàΦ╜╗Θ╗äµíâΘà╕σÑ╢450g,0.0,0.0,0.0,1.0
Σ╝èσê⌐τòàΦ╜╗ΦÑ┐µƒÜΘà╕σÑ╢215g,0.0,0.0,0.0,13.0
Σ╝èσê⌐τòàΦ╜╗ΦèÆµ₧£Θà╕σÑ╢250g,0.0,0.0,0.0,6.0
Σ╝èσê⌐τòàΦ╜╗ΦìëΦÄôΘà╕σÑ╢215g,0.0,0.0,0.0,9.0
Σ╝èσê⌐τòàΦ╜╗ΦìëΦÄôΘà╕σÑ╢250g,0.0,0.0,0.0,10.0
Σ╝èσê⌐τòàΦ╜╗ΦìëΦÄôΘà╕σÑ╢450g,0.0,0.0,0.0,2.0
Σ╝èσê⌐τòàΦ╜╗ΦöôΦ╢èΦÄôΘà╕σÑ╢215g,0.0,0.0,0.0,11.0
Σ╝èσê⌐τòàΦ╜╗σÄƒσæ│Θà╕σÑ╢250g,0.0,0.0,0.0,25.0
Σ╝èσê⌐τö£σæ│τë¢σÑ╢ΘÑ«σôü250ml,0.0,0.0,0.0,2.0
Σ╝èσê⌐τ║»τë¢σÑ╢1L,0.0,0.0,0.0,2.0
Σ╝èσê⌐τ║»τë¢σÑ╢250ml,0.0,0.0,0.0,36.0
Σ╝èσê⌐τ║óµ₧úΘà╕σÑ╢8Φ┐₧µ¥»,0.0,0.0,0.0,18.0
Σ╝èσê⌐τ║óµ₧úΣ╣│Θà╕ΦÅîµù⌐ΘñÉσÑ╢450g,0.0,0.0,0.0,28.0
Σ╝ÿΘà¬Σ╣│µàóΣ╕Çτé╣100g_16σÄƒσæ│,0.0,0.0,0.0,21.0
Σ╝ÿΘà¬Σ╣│µàóΣ╕Çτé╣100g_8ΦèªΦìƒσæ│,0.0,0.0,0.0,20.0
Σ╝ÿΘà¬Σ╣│µàóΣ╕Çτé╣100g_8ΦìëΦÄôσæ│,0.0,0.0,0.0,26.0
Σ╝ÿΘà¬Σ╣│µàóΣ╕Çτé╣100g_8σÄƒσæ│,0.0,0.0,0.0,88.0
Σ╝ÿΘà¬Σ╣│µàóΣ╕Çτé╣1350gσÄƒσæ│,0.0,0.0,0.0,9.0
Σ╝ÿΘà¬Σ╣│µùàΦíîΣ╝ÿµá╝220gΣ┐¥σèáσê⌐Σ║ÜτÄ½τæ░σæ│,0.0,0.0,0.0,54.0
Σ╝ÿΘà¬Σ╣│µùàΦíîΣ╝ÿµá╝220gΣ╕╣Θ║ªΦè¥σú½σæ│,0.0,0.0,0.0,54.0
Σ╝ÿΘà¬Σ╣│µùàΦíîΣ╝ÿµá╝τ╗äσÉêΦúà,0.0,0.0,0.0,11.0
Σ╝ÿΘà¬Σ╣│Θí║τòàτé╣230gσÄƒσæ│,0.0,0.0,0.0,79.0
Σ╝ÿΘà¬Σ╣│σ¢¢σ¡úΘ▓£ΘÇë180g_4Θ╗äµíâ,0.0,0.0,0.0,61.0
Σ╝ÿΘà¬Σ╣│σ¢¢σ¡úΘ▓£ΘÇë180g_4ΦèªΦìƒ,0.0,0.0,0.0,44.0
Σ╝ÿΘà¬Σ╣│σ¢¢σ¡úΘ▓£ΘÇë180gΘ╗äµíâ,0.0,0.0,0.0,30.0
Σ╝ÿΘà¬Σ╣│σ¢¢σ¡úΘ▓£ΘÇë180gΦèªΦìƒ,0.0,0.0,0.0,46.0
Σ╝ÿΘà¬Σ╣│σö»µ₧£τ▓Æ230gΦèªΦìƒ,0.0,0.0,0.0,73.0
Σ╝ÿΘà¬Σ╣│σö»µ₧£τ▓Æ230gΦèÆµ₧£Θ╗äµíâ,0.0,0.0,0.0,84.0
Σ╝ÿΘà¬Σ╣│σö»µ₧£τ▓Æ230gΦìëΦÄô,0.0,0.0,0.0,109.0
Σ╝ÿΘà¬Σ╣│σö»µ₧£τ▓Æτ╗äσÉêΦúà,0.0,0.0,0.0,2.0
Σ╝ÿΘà¬Σ╣│σüÑσ║╖σñºΘ║ª180g_4Θ║ªΘªÖσÄƒσæ│,0.0,0.0,0.0,29.0
Σ╝ÿΘà¬Σ╣│σüÑσ║╖σñºΘ║ª180g_4ΦìëΦÄôσæ│,0.0,0.0,0.0,28.0
Σ╝ÿΘà¬Σ╣│σüÑσ║╖σñºΘ║ª180g_4Φô¥ΦÄôσæ│,0.0,0.0,0.0,19.0
Σ╝ÿΘà¬Σ╣│σüÑσ║╖σñºΘ║ª180g_4τîòτî┤µíâσæ│,0.0,0.0,0.0,13.0
Σ╝ÿΘà¬Σ╣│σüÑσ║╖σñºΘ║ª180gΘ║ªΘªÖσÄƒσæ│,0.0,0.0,0.0,44.0
Σ╝ÿΘà¬Σ╣│σüÑσ║╖σñºΘ║ª180gΦìëΦÄôσæ│,0.0,0.0,0.0,39.0
Σ╝ÿΘà¬Σ╣│σüÑσ║╖σñºΘ║ª180gΦô¥ΦÄôσæ│,0.0,0.0,0.0,19.0
Σ╝ÿΘà¬Σ╣│σüÑσ║╖σñºΘ║ª180gτîòτî┤µíâσæ│,0.0,0.0,0.0,14.0
Σ╝ÿΘà¬Σ╣│τ«Çσìòτé╣100g_8σÄƒσæ│,0.0,0.0,0.0,42.0
Σ╝ÿΘà¬Σ╣│τ«Çσìòτé╣230g_3σÄƒσæ│,0.0,0.0,0.0,13.0
Σ╝ÿΘà¬Σ╣│τ«Çσìòτé╣230g_3τâñΘà╕σÑ╢,0.0,0.0,0.0,12.0
Σ╝ÿΘà¬Σ╣│τ«Çσìòτé╣230gσìèτ│û,0.0,0.0,0.0,78.0
Σ╝ÿΘà¬Σ╣│τ«Çσìòτé╣σÄƒσæ│,0.0,0.0,0.0,127.0
Σ╝ÿΘà¬Σ╣│τ«Çσìòτé╣σÄƒσæ│230g,0.0,0.0,0.0,5.0
Σ╝ÿΘà¬Σ╣│τ«Çσìòτé╣τâñΘà╕σÑ╢,0.0,0.0,0.0,130.0
Σ╝ÿΘà¬Σ╣│τ«Çσìòτé╣τâñΘà╕σÑ╢230g,0.0,0.0,0.0,4.0
Σ╝ÿΘà¬Σ╣│τ╗äσÉêΦúà,0.0,0.0,0.0,7.0
Σ╝ÿΘú¿µ¥¿µ₧¥τöÿΘ£▓,0.0,0.0,0.0,1.0
Σ╝ÿΦ»║µ₧£σ▒éσñÜΘà╕σÑ╢,0.0,0.0,0.0,3.0
Σ╝ÿΦ»║Σ╝ÿΣ╕¥Θà╕σÑ╢,0.0,0.0,0.0,13.0
Σ╝ÿσÇì,0.0,0.0,0.0,68.0
Σ╝ÿσÇìσ»╗µë╛τë¢σÑ╢,0.0,0.0,0.0,2.0
Σ╝ÿτÅìµ░öµ│íµ░┤Θ¥Æτô£µƒáµ¬¼σæ│,0.0,0.0,0.0,6.0
Σ╝ÿτÅìµ░öµ│íµ░┤Θ╗äτô£µƒáµ¬¼σæ│,0.0,0.0,0.0,4.0
Σ╝ÿτÅìµ░öµ│íµ░┤τÖ╛ΘªÖµ₧£σçñµó¿σæ│,0.0,0.0,0.0,1.0
Σ╝┤Σ╛úΘà▒µ▓╣1L,0.0,0.0,0.0,59.0
Σ╝┤Σ╛úΘà▒µ▓╣2L,0.0,0.0,0.0,55.0
Σ╣¥µ£╡τÄ½τæ░Φè▒µ£¼τ┤áΘÑ«µ░┤Φ££µíâσæ│,0.0,0.0,0.0,2.0
Σ╣¥µ£╡τÄ½τæ░Φè▒µ£¼τ┤áΘÑ«ΦÑ┐µƒÜσæ│,0.0,0.0,0.0,1.0
Σ╣¥Θ╛Öµûï,0.0,0.0,0.0,1.0
Σ╣ÉΦÖÄτô╢Φúà,0.0,0.0,0.0,6.0
Σ╣ÉΦÖÄτ╜ÉΦúà,0.0,0.0,0.0,20.0
Σ╣ÉσáíσòñΘàÆτë¢σìíτ║╕τ╗äσÉêΦúà,0.0,0.0,0.0,9.0
Σ╣àσôüΘöàµëïΦÇüσ¥¢Θà╕ΦÅ£Θ▒╝,0.0,0.0,0.0,1.0
Σ╣îΦïÅσòñΘàÆτô╢Φúà,0.0,0.0,0.0,4.0
Σ╣îΦïÅσòñΘàÆτ╜ÉΦúà,0.0,0.0,0.0,8.0
Σ╣öµ▓╗σÆûσòíΘ╗æ,0.0,0.0,0.0,6.0
Σ╣öµ▓╗σÆûσòíτ║ó,0.0,0.0,0.0,4.0
Σ╣öΘ¢àΘåçΘªÖµï┐Θôü,0.0,0.0,0.0,1.0
Σ╣öΘ¢àσÆûσòí340ml,0.0,0.0,0.0,12.0
Σ╣│Θà╕ΦÅî600Σ║┐100ml_5σÄƒσæ│,0.0,0.0,0.0,9.0
Σ╣│Θà╕ΦÅî600Σ║┐_2,0.0,0.0,0.0,41.0
Σ╣│Θà╕ΦÅî600Σ║┐_3,0.0,0.0,0.0,93.0
Σ╣│Θà╕ΦÅî600Σ║┐_4,0.0,0.0,0.0,9.0
Σ╣│Θà╕ΦÅî600Σ║┐Σ╜Äτ│ûσÄƒσæ│435ml,0.0,0.0,0.0,1.0
Σ╣│Θà╕ΦÅî600Σ║┐ΦÑ┐τô£,0.0,0.0,0.0,104.0
Σ╣│Θà╕ΦÅî600Σ║┐ΦèªΦìƒ,0.0,0.0,0.0,391.0
Σ╣│Θà╕ΦÅî600Σ║┐ΦèÆµ₧£,0.0,0.0,0.0,126.0
Σ╣│Θà╕ΦÅî600Σ║┐ΦìëΦÄô,0.0,0.0,0.0,300.0
Σ╣│Θà╕ΦÅî600Σ║┐σÄƒσæ│,0.0,0.0,0.0,210.0
ΦÅ▒Φè▒τëîσæ│τ▓╛,0.0,0.0,0.0,6.0
ΦÆÖτë¢0ΦäéΦé¬Θ▓£τë¢σÑ╢250ml,0.0,0.0,0.0,8.0
ΦÆÖτë¢0ΦäéΦé¬Θ▓£τë¢σÑ╢720ml,0.0,0.0,0.0,1.0
ΦÆÖτë¢µ£¬µ¥Ñµÿƒσä┐τ½ÑµêÉΘò┐τë¢σÑ╢Θ¬¿σè¢σ₧ï190ml∩╝êµû░σîàΦúà∩╝ë,0.0,0.0,0.0,14.0
ΦÆÖτë¢µ£¬µ¥Ñµÿƒσä┐τ½ÑµêÉΘò┐τë¢σÑ╢Θ¬¿σè¢σ₧ï190ml∩╝êΦÇüσîàΦúà∩╝ë,0.0,0.0,0.0,4.0
ΦÆÖτë¢µ»ÅµùÑΘ▓£Φ»¡Θ▓£τë¢σÑ╢1L,0.0,0.0,0.0,5.0
ΦÆÖτë¢µ»ÅµùÑΘ▓£Φ»¡Θ▓£τë¢σÑ╢250ml,0.0,0.0,0.0,14.0
ΦÆÖτë¢µ¼ºσ╝Åτé¡τâºΘà╕σÑ╢431g,0.0,0.0,0.0,13.0
ΦÆÖτë¢µá╕µíâσæ│µù⌐ΘñÉσÑ╢250ml,0.0,0.0,0.0,10.0
ΦÆÖτë¢µû░Θ▓£σ╖ÑσÄéΘ▓£τë¢σÑ╢450ml,0.0,0.0,0.0,4.0
ΦÆÖτë¢µû░Θ▓£σ╖ÑσÄéΘ▓£τë¢σÑ╢950ml,0.0,0.0,0.0,3.0
ΦÆÖτë¢Θ½ÿΘÆÖτ║»τë¢σÑ╢250ml,0.0,0.0,0.0,6.0
ΦÆÖτë¢Θà╕Θà╕Σ╣│ΦìëΦÄôσæ│250ml,0.0,0.0,0.0,16.0
ΦÆÖτë¢Θà╕Θà╕Σ╣│Φô¥ΦÄôσæ│250ml,0.0,0.0,0.0,5.0
ΦÆÖτë¢Θà╕Θà╕Σ╣│σÄƒσæ│250ml,0.0,0.0,0.0,12.0
ΦÆÖτë¢Θà╕σÑ╢Θ╗äµíâ100_8,0.0,0.0,0.0,5.0
ΦÆÖτë¢Θà╕σÑ╢ΦìëΦÄô100_8,0.0,0.0,0.0,4.0
ΦÆÖτë¢ΘúÄσæ│Θà╕τë¢σÑ╢100g_16,0.0,0.0,0.0,5.0
ΦÆÖτë¢Θ║ªΘªÖσæ│µù⌐ΘñÉσÑ╢250ml,0.0,0.0,0.0,9.0
ΦÆÖτë¢Θ▓£τë¢σÑ╢1.5l,0.0,0.0,0.0,6.0
ΦÆÖτë¢Σ╜ÄΦäéΘ½ÿΘÆÖτ║»τë¢σÑ╢250ml,0.0,0.0,0.0,3.0
ΦÆÖτë¢Σ╝ÿτ¢èC500Σ║┐Σ╣│Θà╕ΦÅî100ml_5,0.0,0.0,0.0,26.0
ΦÆÖτë¢Σ╝ÿτ¢èc,0.0,0.0,0.0,49.0
ΦÆÖτë¢σÑ╢τë╣ΘªÖΦìëσÅúσæ│τë¢σÑ╢243ml,0.0,0.0,0.0,13.0
ΦÆÖτë¢σÑ╢τë╣ΘªÖΦòëτë¢σÑ╢243ml,0.0,0.0,0.0,16.0
ΦÆÖτë¢σÑ╢τë╣σ╖ºσàïσè¢τë¢σÑ╢243ml,0.0,0.0,0.0,9.0
ΦÆÖτë¢σîùµ¼ºΦè¥σú½Θà╕σÑ╢,0.0,0.0,0.0,10.0
ΦÆÖτë¢τ£ƒµ₧£τ▓Æµíâµ₧£τ▓Æ250g,0.0,0.0,0.0,13.0
ΦÆÖτë¢τ£ƒµ₧£τ▓ÆΦèªΦìƒµ₧£τ▓Æ250g,0.0,0.0,0.0,15.0
ΦÆÖτë¢τ£ƒµ₧£τ▓ÆΦèªΦìƒµ₧£τ▓Æ250g∩╝êτ«▒Φúà∩╝ë,0.0,0.0,0.0,1.0
ΦÆÖτë¢τ£ƒµ₧£τ▓ÆΦèÆµ₧£µ₧£τ▓Æ250g,0.0,0.0,0.0,9.0
ΦÆÖτë¢τ£ƒµ₧£τ▓ÆΦèÆµ₧£µ₧£τ▓Æ250g∩╝êτ«▒Φúà∩╝ë,0.0,0.0,0.0,1.0
ΦÆÖτë¢τ£ƒµ₧£τ▓ÆΦìëΦÄôµ₧£τ▓Æ250g,0.0,0.0,0.0,13.0
ΦÆÖτë¢τÄ░Σ╗úτëºσ£║Θ▓£τë¢σÑ╢180ml,0.0,0.0,0.0,3.0
ΦÆÖτë¢τÄ░Σ╗úτëºσ£║Θ▓£τë¢σÑ╢450ml,0.0,0.0,0.0,6.0
ΦÆÖτë¢τÄ░Σ╗úτëºσ£║Θ▓£τë¢σÑ╢950ml,0.0,0.0,0.0,4.0
ΦÆÖτë¢τë╣Σ╗æΦïÅΦ░╖τ▓Æτë¢σÑ╢250ml,0.0,0.0,0.0,9.0
ΦÆÖτë¢τë╣Σ╗æΦïÅτÄ»τÉâτ▓╛ΘÇëµû░ΦÑ┐σà░Φ┐¢σÅúτ║»τë¢σÑ╢250ml,0.0,0.0,0.0,1.0
ΦÆÖτë¢τë╣Σ╗æΦïÅτ║»τë¢σÑ╢250ml,0.0,0.0,0.0,10.0
ΦÆÖτë¢τë╣Σ╗æΦïÅτ║»τë¢σÑ╢250ml∩╝êτ«▒Φúà∩╝ë,0.0,0.0,0.0,7.0
ΦÆÖτë¢τ║»τë¢σÑ╢1L,0.0,0.0,0.0,1.0
ΦÆÖτë¢τ║»τë¢σÑ╢250ml,0.0,0.0,0.0,20.0
ΦÆÖτë¢τ║»τöäΘªÖΦìëσæ│Θà╕σÑ╢200g,0.0,0.0,0.0,9.0
ΦÆÖτë¢τ║»τöäΦìëΦÄôµ₧£τ▓ÆΘúÄσæ│Θà╕σÑ╢200g,0.0,0.0,0.0,10.0
ΦÆÖτë¢τ║»τöäΦô¥ΦÄôµ₧£τ▓ÆΘúÄσæ│Θà╕σÑ╢200g,0.0,0.0,0.0,8.0
ΦÆÖτë¢τ║»τöäσÄƒσæ│200g_12∩╝êτ«▒Φúà∩╝ë,0.0,0.0,0.0,1.0
ΦÆÖτë¢τ║»τöäτçòΘ║ªΘ╗äµíâσæ│Θà╕σÑ╢200g,0.0,0.0,0.0,10.0
ΦÆÖτë¢τ║»τöäτô╢ΦúàΘà╕σÑ╢230g,0.0,0.0,0.0,10.0
ΦÆÖτë¢τ║»τöäτô╢Φúàτ║óΦÑ┐µƒÜσæ│Θà╕σÑ╢230g,0.0,0.0,0.0,35.0
ΦÆÖτë¢τ║»τöäτ║óµ₧úµ₧╕µ¥₧σæ│200g,0.0,0.0,0.0,8.0
ΦÇüµ¥æΘò┐,0.0,0.0,0.0,3.0
ΦÇüµ¥æΘò┐38σ║ªµ╡üΘçæµ║óσ╜⌐450ml,0.0,0.0,0.0,9.0
ΦÇüµ¥æΘò┐40σ║ªσ»îΦ┤╡τÖ╜ΘàÆ450ml,0.0,0.0,0.0,1.0
ΦÇüµ¥æΘò┐42σ║ªµƒöσÆîΣ╕ëµÿƒ500ml,0.0,0.0,0.0,3.0
ΦÇüµëìΦçúµûÖΘàÆ,0.0,0.0,0.0,43.0
ΦÇüµëìΦçúΘÑ║σ¡Éτ│╗σêù,0.0,0.0,0.0,2.0
ΦÇüµëìΦçúΣ╕ÇσôüΘ▓£Θà▒µ▓╣,0.0,0.0,0.0,6.0
ΦÇüµëìΦçúΦæ▒σº£µûÖΘàÆ,0.0,0.0,0.0,17.0
ΦÇüµëìΦçúσçëµïîΘà▒µ▓╣,0.0,0.0,0.0,2.0
ΦÇüµëìΦçúσçëµïîΘåï,0.0,0.0,0.0,3.0
ΦÇüµëìΦçúτÖ╜Θåï,0.0,0.0,0.0,2.0
ΦÇüµüÆσÆîµûÖΘàÆτ│╗σêù,0.005847953216374269,0.017857142857142856,0.00881057268722467,56.0
ΦÇüµüÆσÆîµ╡Öµ▒ƒΘ╗äΘàÆ,0.0,0.0,0.0,13.0
ΦÇüµüÆσÆîΘÖêσ╣┤Φè▒Θ¢ò,0.0,0.0,0.0,4.0
ΦÇüµüÆσÆîΘà┐ΘÇáµûÖΘàÆ,0.0,0.0,0.0,13.0
ΦÇüµüÆσÆîΘà┐ΘÇáΦÇüΘÖêΘåï,0.0,0.0,0.0,2.0
ΦÇüµüÆσÆîΘ▓£Σ╕èΘ▓£,0.0,0.0,0.0,11.0
ΦÇüµüÆσÆîΦÆ╕Θ▒╝Φ▒ëµ▓╣,0.0,0.0,0.0,2.0
ΦÇüµüÆσÆîΦè▒Θ¢òσÄ¿τö¿,0.0,0.0,0.0,22.0
ΦÇüµüÆσÆîτÄ½τæ░τ▒│Θåï,0.0012804097311139564,0.13333333333333333,0.0025364616360177552,15.0
ΦÇüµüÆσÆîτâºΦéëµûÖΘàÆ,0.0,0.0,0.0,2.0
ΦÇüσà╡Θ▒╝σñ┤σëüµñÆ,0.0,0.0,0.0,1.0
ΦÇüσ╣▓σªê,0.0,0.0,0.0,47.0
ΦÇüσ╣▓σªêΘúÄσæ│τ│ƒΦ╛úσëüµñÆΦ╛úµñÆΘà▒750G,0.0,0.0,0.0,21.0
ΦÇüτÖ╜σ╣▓,0.0,0.0,0.0,6.0
ΦÇüτÖ╜σ╣▓µí╢Φúà,0.0,0.0,0.0,2.0
